Goodness,Model
1381272114,"{'Cc': 1, 'RB1': 205000.0, 'RB2': 61900.0, 'RB3': 36500.0, 'RC': 2260.0, 'RE_deg': 36.5, 'RE': 110.0, 'trans_model': 'ZTX107-NOM'}"
1377265954,"{'Cc': 1, 'RB1': 59000.0, 'RB2': 95300.0, 'RB3': 16200.0, 'RC': 2050.0, 'RE_deg': 19.6, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1375828999,"{'Cc': 1, 'RB1': 59000.0, 'RB2': 40200.0, 'RB3': 18700.0, 'RC': 2610.0, 'RE_deg': 21.5, 'RE': 866.0, 'trans_model': 'ZTX107-NOM'}"
1375369466,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 51100.0, 'RB3': 16200.0, 'RC': 1780.0, 'RE_deg': 16.9, 'RE': 215.0, 'trans_model': 'ZTX107-NOM'}"
1374173896,"{'Cc': 1, 'RB1': 46400.0, 'RB2': 51100.0, 'RB3': 14700.0, 'RC': 1270.0, 'RE_deg': 23.7, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1372580942,"{'Cc': 1, 'RB1': 511000.0, 'RB2': 36500.0, 'RB3': 64900.00000000001, 'RC': 4220.0, 'RE_deg': 14.7, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1372329582,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 28700.0, 'RB3': 11000.0, 'RC': 3650.0, 'RE_deg': 31.6, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1372040668,"{'Cc': 1, 'RB1': 51100.0, 'RB2': 14000.0, 'RB3': 10000.0, 'RC': 2260.0, 'RE_deg': 46.4, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
1371269707,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 75000.0, 'RB3': 14700.0, 'RC': 1960.0000000000002, 'RE_deg': 13.3, 'RE': 140.0, 'trans_model': 'ZTX107-NOM'}"
1368565040,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 78700.0, 'RB3': 21500.0, 'RC': 1270.0, 'RE_deg': 19.6, 'RE': 187.0, 'trans_model': 'ZTX107-NOM'}"
1366896802,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 10500, 'RB3': 19600.0, 'RC': 1960.0000000000002, 'RE_deg': 44.2, 'RE': 332.0, 'trans_model': 'ZTX107-NOM'}"
1362908697,"{'Cc': 1, 'RB1': 95300, 'RB2': 13300.0, 'RB3': 19600.0, 'RC': 3160.0, 'RE_deg': 44.2, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1362291058,"{'Cc': 1, 'RB1': 619000.0, 'RB2': 12700.0, 'RB3': 127000.0, 'RC': 3829.9999999999995, 'RE_deg': 24.9, 'RE': 715.0, 'trans_model': 'ZTX107-NOM'}"
1361771360,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 10000.0, 'RB3': 28700.0, 'RC': 2150.0, 'RE_deg': 169.0, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1361253729,"{'Cc': 1, 'RB1': 90900.0, 'RB2': 13300.0, 'RB3': 13300.0, 'RC': 3160.0, 'RE_deg': 34.8, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
1359849967,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 86600.0, 'RB3': 19600.0, 'RC': 2610.0, 'RE_deg': 38.3, 'RE': 100.0, 'trans_model': 'ZTX107-NOM'}"
1357248080,"{'Cc': 1, 'RB1': 115000.0, 'RB2': 40200.0, 'RB3': 59000.0, 'RC': 1960.0000000000002, 'RE_deg': 42.2, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
1354858421,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 20500.0, 'RB3': 20500, 'RC': 1780.0, 'RE_deg': 30.1, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1351583691,"{'Cc': 1, 'RB1': 133000.0, 'RB2': 19600.0, 'RB3': 24900.0, 'RC': 2870.0, 'RE_deg': 36.5, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1351396877,"{'Cc': 1, 'RB1': 46400.0, 'RB2': 61900.0, 'RB3': 12700.0, 'RC': 2050.0, 'RE_deg': 38.3, 'RE': 147.0, 'trans_model': 'ZTX107-NOM'}"
1348466581,"{'Cc': 1, 'RB1': 178000.0, 'RB2': 23700.0, 'RB3': 22600.0, 'RC': 3160.0, 'RE_deg': 19.6, 'RE': 332.0, 'trans_model': 'ZTX107-NOM'}"
1346276041,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 30100.0, 'RB3': 13300.0, 'RC': 1400.0, 'RE_deg': 22.6, 'RE': 162.0, 'trans_model': 'ZTX107-NOM'}"
1346032971,"{'Cc': 1, 'RB1': 86600.0, 'RB2': 11500.0, 'RB3': 14000.0, 'RC': 1780.0, 'RE_deg': 38.3, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1344597345,"{'Cc': 1, 'RB1': 909000.0, 'RB2': 13300.0, 'RB3': 205000.0, 'RC': 16200.0, 'RE_deg': 301.0, 'RE': 562.0, 'trans_model': 'ZTX107-NOM'}"
1343518146,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 59000.0, 'RB3': 19600.0, 'RC': 2870.0, 'RE_deg': 16.9, 'RE': 536.0, 'trans_model': 'ZTX107-NOM'}"
1343481316,"{'Cc': 1, 'RB1': 51100.0, 'RB2': 10500, 'RB3': 10500.0, 'RC': 3010, 'RE_deg': 46.4, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1338163272,"{'Cc': 1, 'RB1': 140000.0, 'RB2': 95300.0, 'RB3': 27400.0, 'RC': 3160.0, 'RE_deg': 22.6, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1336484211,"{'Cc': 1, 'RB1': 48700.0, 'RB2': 30100.0, 'RB3': 12100.0, 'RC': 1470.0, 'RE_deg': 34.8, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1333182083,"{'Cc': 1, 'RB1': 590000.0, 'RB2': 27400.0, 'RB3': 95300.0, 'RC': 3479.9999999999995, 'RE_deg': 22.6, 'RE': 536.0, 'trans_model': 'ZTX107-NOM'}"
1324794406,"{'Cc': 1, 'RB1': 64900.00000000001, 'RB2': 19600.0, 'RB3': 19600.0, 'RC': 1689.9999999999998, 'RE_deg': 46.4, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
1322533483,"{'Cc': 1, 'RB1': 237000.0, 'RB2': 14700.0, 'RB3': 53600.0, 'RC': 1400.0, 'RE_deg': 127.0, 'RE': 115.0, 'trans_model': 'ZTX107-NOM'}"
1317539575,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 44200.0, 'RB3': 26100.0, 'RC': 3320.0000000000005, 'RE_deg': 46.4, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1317157435,"{'Cc': 1, 'RB1': 316000.0, 'RB2': 59000.0, 'RB3': 56200.0, 'RC': 2740.0, 'RE_deg': 26.1, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
1307136491,"{'Cc': 1, 'RB1': 237000.0, 'RB2': 13300.0, 'RB3': 26100.0, 'RC': 3010, 'RE_deg': 24.9, 'RE': 169.0, 'trans_model': 'ZTX107-NOM'}"
1306505476,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 18700.0, 'RB3': 23700.0, 'RC': 2260.0, 'RE_deg': 26.1, 'RE': 715.0, 'trans_model': 'ZTX107-NOM'}"
1305717420,"{'Cc': 1, 'RB1': 196000.0, 'RB2': 46400.0, 'RB3': 26100.0, 'RC': 3320.0000000000005, 'RE_deg': 27.4, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1301455040,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 82500.0, 'RB3': 18700.0, 'RC': 3010, 'RE_deg': 38.3, 'RE': 332.0, 'trans_model': 'ZTX107-NOM'}"
1298255050,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 31600.0, 'RB3': 16200.0, 'RC': 3010, 'RE_deg': 16.9, 'RE': 442.0, 'trans_model': 'ZTX107-NOM'}"
1297815860,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 86600.0, 'RB3': 23700.0, 'RC': 3010, 'RE_deg': 40.2, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1296893104,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 75000.0, 'RB3': 19600.0, 'RC': 2370.0, 'RE_deg': 19.6, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1294113592,"{'Cc': 1, 'RB1': 205000.0, 'RB2': 226000.0, 'RB3': 51100.0, 'RC': 3160.0, 'RE_deg': 27.4, 'RE': 365.0, 'trans_model': 'ZTX107-NOM'}"
1293835611,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 82500.0, 'RB3': 15400.0, 'RC': 2610.0, 'RE_deg': 14.0, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
1292949106,"{'Cc': 1, 'RB1': 95300, 'RB2': 64900.00000000001, 'RB3': 15400.0, 'RC': 2740.0, 'RE_deg': 17.8, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1289565388,"{'Cc': 1, 'RB1': 140000.0, 'RB2': 12100.0, 'RB3': 20500, 'RC': 4220.0, 'RE_deg': 28.7, 'RE': 909.0, 'trans_model': 'ZTX107-NOM'}"
1287203401,"{'Cc': 1, 'RB1': 86600.0, 'RB2': 12700.0, 'RB3': 22600.0, 'RC': 2740.0, 'RE_deg': 51.1, 'RE': 750.0, 'trans_model': 'ZTX107-NOM'}"
1285103786,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 38300.0, 'RB3': 16900.0, 'RC': 2490.0, 'RE_deg': 21.5, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1284688978,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 28700.0, 'RB3': 51100.0, 'RC': 1270.0, 'RE_deg': 40.2, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
1284226042,"{'Cc': 1, 'RB1': 750000.0, 'RB2': 34800.0, 'RB3': 90900.0, 'RC': 3320.0000000000005, 'RE_deg': 12.7, 'RE': 147.0, 'trans_model': 'ZTX107-NOM'}"
1282960524,"{'Cc': 1, 'RB1': 226000.0, 'RB2': 90900.0, 'RB3': 90900.0, 'RC': 3479.9999999999995, 'RE_deg': 59.0, 'RE': 649.0, 'trans_model': 'ZTX107-NOM'}"
1277102268,"{'Cc': 1, 'RB1': 215000.0, 'RB2': 115000.0, 'RB3': 44200.0, 'RC': 1470.0, 'RE_deg': 27.4, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1269883021,"{'Cc': 1, 'RB1': 90900.0, 'RB2': 16200.0, 'RB3': 16200.0, 'RC': 1270.0, 'RE_deg': 28.7, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1269015978,"{'Cc': 1, 'RB1': 536000.0, 'RB2': 115000.0, 'RB3': 78700.0, 'RC': 3650.0, 'RE_deg': 34.8, 'RE': 133.0, 'trans_model': 'ZTX107-NOM'}"
1267040322,"{'Cc': 1, 'RB1': 140000.0, 'RB2': 64900.00000000001, 'RB3': 26100.0, 'RC': 3650.0, 'RE_deg': 59.0, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1262408497,"{'Cc': 1, 'RB1': 226000.0, 'RB2': 10000.0, 'RB3': 26100.0, 'RC': 2490.0, 'RE_deg': 24.9, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1260326527,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 42200.0, 'RB3': 31600.0, 'RC': 3160.0, 'RE_deg': 53.6, 'RE': 909.0, 'trans_model': 'ZTX107-NOM'}"
1258986127,"{'Cc': 1, 'RB1': 215000.0, 'RB2': 27400.0, 'RB3': 31600.0, 'RC': 3650.0, 'RE_deg': 53.6, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1255290327,"{'Cc': 1, 'RB1': 140000.0, 'RB2': 61900.0, 'RB3': 27400.0, 'RC': 2490.0, 'RE_deg': 31.6, 'RE': 590.0, 'trans_model': 'ZTX107-NOM'}"
1254400738,"{'Cc': 1, 'RB1': 48700.0, 'RB2': 14700.0, 'RB3': 12100.0, 'RC': 1960.0000000000002, 'RE_deg': 44.2, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1250001471,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 44200.0, 'RB3': 30100.0, 'RC': 1870.0, 'RE_deg': 38.3, 'RE': 536.0, 'trans_model': 'ZTX107-NOM'}"
1249972318,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 61900.0, 'RB3': 17800.0, 'RC': 2260.0, 'RE_deg': 16.9, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1247215420,"{'Cc': 1, 'RB1': 86600.0, 'RB2': 10500, 'RB3': 20500, 'RC': 1870.0, 'RE_deg': 44.2, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
1243939713,"{'Cc': 1, 'RB1': 332000.0, 'RB2': 619000.0, 'RB3': 4640000.0, 'RC': 1000.0, 'RE_deg': 105.0, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1243421016,"{'Cc': 1, 'RB1': 332000.0, 'RB2': 10500, 'RB3': 38300.0, 'RC': 2490.0, 'RE_deg': 24.9, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
1243118422,"{'Cc': 1, 'RB1': 95300, 'RB2': 17800.0, 'RB3': 20500, 'RC': 2260.0, 'RE_deg': 53.6, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1238315366,"{'Cc': 1, 'RB1': 178000.0, 'RB2': 36500.0, 'RB3': 24900.0, 'RC': 2370.0, 'RE_deg': 23.7, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
1232083084,"{'Cc': 1, 'RB1': 215000.0, 'RB2': 36500.0, 'RB3': 95300.0, 'RC': 2740.0, 'RE_deg': 71.5, 'RE': 402.0, 'trans_model': 'ZTX107-NOM'}"
1230775121,"{'Cc': 1, 'RB1': 226000.0, 'RB2': 100000.0, 'RB3': 44200.0, 'RC': 2610.0, 'RE_deg': 33.2, 'RE': 619.0, 'trans_model': 'ZTX107-NOM'}"
1229992194,"{'Cc': 1, 'RB1': 133000.0, 'RB2': 64900.00000000001, 'RB3': 20500, 'RC': 2740.0, 'RE_deg': 19.6, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
1229090363,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 18700.0, 'RB3': 23700.0, 'RC': 2490.0, 'RE_deg': 56.2, 'RE': 365.0, 'trans_model': 'ZTX107-NOM'}"
1228859811,"{'Cc': 1, 'RB1': 90900.0, 'RB2': 178000.0, 'RB3': 33200.0, 'RC': 1210.0, 'RE_deg': 17.8, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1227929839,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 26100.0, 'RB3': 27400.0, 'RC': 3010.0, 'RE_deg': 48.7, 'RE': 1210.0, 'trans_model': 'ZTX107-NOM'}"
1227926162,"{'Cc': 1, 'RB1': 75000.0, 'RB2': 110000.0, 'RB3': 17800.0, 'RC': 2740.0, 'RE_deg': 40.2, 'RE': 110.0, 'trans_model': 'ZTX107-NOM'}"
1223213829,"{'Cc': 1, 'RB1': 442000.0, 'RB2': 16200.0, 'RB3': 78700.0, 'RC': 5620.0, 'RE_deg': 34.8, 'RE': 1270.0, 'trans_model': 'ZTX107-NOM'}"
1222330478,"{'Cc': 1, 'RB1': 53600.0, 'RB2': 64900.00000000001, 'RB3': 12100.0, 'RC': 2490.0, 'RE_deg': 42.2, 'RE': 169.0, 'trans_model': 'ZTX107-NOM'}"
1218969035,"{'Cc': 1, 'RB1': 825000.0, 'RB2': 40200.0, 'RB3': 110000.0, 'RC': 3160.0, 'RE_deg': 26.1, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1215266456,"{'Cc': 1, 'RB1': 56200.0, 'RB2': 105000.0, 'RB3': 16200.0, 'RC': 1870.0, 'RE_deg': 15.4, 'RE': 301.0, 'trans_model': 'ZTX107-NOM'}"
1210747184,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 10000.0, 'RB3': 16900.0, 'RC': 2610.0, 'RE_deg': 48.7, 'RE': 133.0, 'trans_model': 'ZTX107-NOM'}"
1205928647,"{'Cc': 1, 'RB1': 169000.0, 'RB2': 15400.0, 'RB3': 21500.0, 'RC': 1780.0, 'RE_deg': 28.7, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1205099452,"{'Cc': 1, 'RB1': 154000.0, 'RB2': 78700.0, 'RB3': 27400.0, 'RC': 1210.0, 'RE_deg': 27.4, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
1189112918,"{'Cc': 1, 'RB1': 205000.0, 'RB2': 95300.0, 'RB3': 28700.0, 'RC': 2870.0, 'RE_deg': 38.3, 'RE': 133.0, 'trans_model': 'ZTX107-NOM'}"
1187822028,"{'Cc': 1, 'RB1': 590000.0, 'RB2': 22600.0, 'RB3': 536000.0, 'RC': 3010.0, 'RE_deg': 75.0, 'RE': 105.0, 'trans_model': 'ZTX107-NOM'}"
1183805644,"{'Cc': 1, 'RB1': 332000.0, 'RB2': 16200.0, 'RB3': 61900.0, 'RC': 6490.000000000001, 'RE_deg': 82.5, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
1176547957,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 33200.0, 'RB3': 14700.0, 'RC': 3160.0, 'RE_deg': 78.7, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1169359206,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 86600.0, 'RB3': 17800.0, 'RC': 2050.0, 'RE_deg': 36.5, 'RE': 274.0, 'trans_model': 'ZTX107-NOM'}"
1165082434,"{'Cc': 1, 'RB1': 133000.0, 'RB2': 15400.0, 'RB3': 21500.0, 'RC': 3829.9999999999995, 'RE_deg': 95.3, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
1164796091,"{'Cc': 1, 'RB1': 140000.0, 'RB2': 316000.0, 'RB3': 53600.0, 'RC': 2260.0, 'RE_deg': 46.4, 'RE': 215.0, 'trans_model': 'ZTX107-NOM'}"
1158561126,"{'Cc': 1, 'RB1': 68100.0, 'RB2': 71500.0, 'RB3': 14000.0, 'RC': 2490.0, 'RE_deg': 42.2, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1155412507,"{'Cc': 1, 'RB1': 681000.0, 'RB2': 82500.0, 'RB3': 127000.0, 'RC': 4220.0, 'RE_deg': 82.5, 'RE': 105.0, 'trans_model': 'ZTX107-NOM'}"
1147560007,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 30100.0, 'RB3': 27400.0, 'RC': 2150.0, 'RE_deg': 46.4, 'RE': 866.0, 'trans_model': 'ZTX107-NOM'}"
1147367254,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 28700.0, 'RB3': 46400.0, 'RC': 1540.0, 'RE_deg': 196.0, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
1145772260,"{'Cc': 1, 'RB1': 287000.0, 'RB2': 21500.0, 'RB3': 40200.0, 'RC': 1540.0, 'RE_deg': 11.0, 'RE': 715.0, 'trans_model': 'ZTX107-NOM'}"
1140881932,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 28700.0, 'RB3': 13300.0, 'RC': 1780.0, 'RE_deg': 12.7, 'RE': 866.0, 'trans_model': 'ZTX107-NOM'}"
1139603840,"{'Cc': 1, 'RB1': 1870000.0, 'RB2': 33200.0, 'RB3': 562000.0, 'RC': 3479.9999999999995, 'RE_deg': 205.0, 'RE': 365.0, 'trans_model': 'ZTX107-NOM'}"
1138567451,"{'Cc': 1, 'RB1': 348000.0, 'RB2': 59000.0, 'RB3': 140000.0, 'RC': 1960.0000000000002, 'RE_deg': 68.1, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1137563087,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 90900.0, 'RB3': 53600.0, 'RC': 1270.0, 'RE_deg': 42.2, 'RE': 536.0, 'trans_model': 'ZTX107-NOM'}"
1129688631,"{'Cc': 1, 'RB1': 237000.0, 'RB2': 40200.0, 'RB3': 28700.0, 'RC': 1870.0, 'RE_deg': 38.3, 'RE': 110.0, 'trans_model': 'ZTX107-NOM'}"
1126835405,"{'Cc': 1, 'RB1': 511000.0, 'RB2': 140000.0, 'RB3': 68100.0, 'RC': 2150.0, 'RE_deg': 16.2, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1125718864,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 20500.0, 'RB3': 12700.0, 'RC': 4420.0, 'RE_deg': 59.0, 'RE': 750.0, 'trans_model': 'ZTX107-NOM'}"
1124475735,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 82500.0, 'RB3': 17800.0, 'RC': 2610.0, 'RE_deg': 21.5, 'RE': 187.0, 'trans_model': 'ZTX107-NOM'}"
1113921856,"{'Cc': 1, 'RB1': 750000.0, 'RB2': 75000.0, 'RB3': 590000.0, 'RC': 2870.0, 'RE_deg': 90.9, 'RE': 162.0, 'trans_model': 'ZTX107-NOM'}"
1109813832,"{'Cc': 1, 'RB1': 53600.0, 'RB2': 14000.0, 'RB3': 20500, 'RC': 1270.0, 'RE_deg': 53.6, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
1107144239,"{'Cc': 1, 'RB1': 44200.0, 'RB2': 40200.0, 'RB3': 18700.0, 'RC': 1330.0, 'RE_deg': 27.4, 'RE': 1620.0, 'trans_model': 'ZTX107-NOM'}"
1106159924,"{'Cc': 1, 'RB1': 169000.0, 'RB2': 10500.0, 'RB3': 40200.0, 'RC': 2740.0, 'RE_deg': 100.0, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
1103924654,"{'Cc': 1, 'RB1': 196000.0, 'RB2': 100000.0, 'RB3': 53600.0, 'RC': 1540.0, 'RE_deg': 38.3, 'RE': 953.0, 'trans_model': 'ZTX107-NOM'}"
1100962964,"{'Cc': 1, 'RB1': 75000.0, 'RB2': 46400.0, 'RB3': 61900.0, 'RC': 1050.0, 'RE_deg': 16.9, 'RE': 3479.9999999999995, 'trans_model': 'ZTX107-NOM'}"
1096708715,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 46400.0, 'RB3': 16900.0, 'RC': 3160.0, 'RE_deg': 56.2, 'RE': 649.0, 'trans_model': 'ZTX107-NOM'}"
1090382366,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 64900.00000000001, 'RB3': 16900.0, 'RC': 3829.9999999999995, 'RE_deg': 48.7, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1090180780,"{'Cc': 1, 'RB1': 178000.0, 'RB2': 26100.0, 'RB3': 33200.0, 'RC': 4870.0, 'RE_deg': 105.0, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1089035422,"{'Cc': 1, 'RB1': 196000.0, 'RB2': 82500.0, 'RB3': 26100.0, 'RC': 2050.0, 'RE_deg': 40.2, 'RE': 133.0, 'trans_model': 'ZTX107-NOM'}"
1088970476,"{'Cc': 1, 'RB1': 162000.0, 'RB2': 34800.0, 'RB3': 21500.0, 'RC': 5620.0, 'RE_deg': 95.3, 'RE': 147.0, 'trans_model': 'ZTX107-NOM'}"
1082754715,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 11500.0, 'RB3': 14700.0, 'RC': 1780.0, 'RE_deg': 38.3, 'RE': 402.0, 'trans_model': 'ZTX107-NOM'}"
1077171839,"{'Cc': 1, 'RB1': 95300, 'RB2': 14000.0, 'RB3': 16200.0, 'RC': 3479.9999999999995, 'RE_deg': 86.6, 'RE': 365.0, 'trans_model': 'ZTX107-NOM'}"
1069996842,"{'Cc': 1, 'RB1': 38300.0, 'RB2': 28700.0, 'RB3': 21500.0, 'RC': 2490.0, 'RE_deg': 75.0, 'RE': 1270.0, 'trans_model': 'ZTX107-NOM'}"
1050802626,"{'Cc': 1, 'RB1': 75000.0, 'RB2': 12700.0, 'RB3': 100000.0, 'RC': 1150.0, 'RE_deg': 64.9, 'RE': 649.0, 'trans_model': 'ZTX107-NOM'}"
1046974939,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 40200.0, 'RB3': 17800.0, 'RC': 3320.0000000000005, 'RE_deg': 82.5, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
1045748510,"{'Cc': 1, 'RB1': 1780000.0, 'RB2': 105000.0, 'RB3': 953000.0, 'RC': 4220.0, 'RE_deg': 78.7, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
1038904620,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 11500.0, 'RB3': 13300.0, 'RC': 1620.0, 'RE_deg': 16.9, 'RE': 147.0, 'trans_model': 'ZTX107-NOM'}"
1033420607,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 68100.0, 'RB3': 21500.0, 'RC': 2370.0, 'RE_deg': 24.9, 'RE': 1100.0, 'trans_model': 'ZTX107-NOM'}"
1029349501,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 12100.0, 'RB3': 30100.0, 'RC': 2610.0, 'RE_deg': 14.0, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1029138148,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 71500.0, 'RB3': 20500, 'RC': 3650.0, 'RE_deg': 82.5, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
1027001671,"{'Cc': 1, 'RB1': 133000.0, 'RB2': 61900.0, 'RB3': 30100.0, 'RC': 3650.0, 'RE_deg': 12.7, 'RE': 187.0, 'trans_model': 'ZTX107-NOM'}"
1016474289,"{'Cc': 1, 'RB1': 56200.0, 'RB2': 71500.0, 'RB3': 12700.0, 'RC': 1470.0, 'RE_deg': 51.1, 'RE': 187.0, 'trans_model': 'ZTX107-NOM'}"
1010007846,"{'Cc': 1, 'RB1': 133000.0, 'RB2': 36500.0, 'RB3': 90900.0, 'RC': 2150.0, 'RE_deg': 90.9, 'RE': 953.0, 'trans_model': 'ZTX107-NOM'}"
1009666675,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 86600.0, 'RB3': 17800.0, 'RC': 1210.0, 'RE_deg': 24.9, 'RE': 133.0, 'trans_model': 'ZTX107-NOM'}"
1002277995,"{'Cc': 1, 'RB1': 40200.0, 'RB2': 17800.0, 'RB3': 12700.0, 'RC': 1960.0000000000002, 'RE_deg': 71.5, 'RE': 909.0, 'trans_model': 'ZTX107-NOM'}"
1001948287,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 12100.0, 'RB3': 13300.0, 'RC': 4020.0000000000005, 'RE_deg': 90.9, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
991470624.3,"{'Cc': 1, 'RB1': 169000.0, 'RB2': 27400.0, 'RB3': 30100.0, 'RC': 3160.0, 'RE_deg': 110.0, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
989138085.3,"{'Cc': 1, 'RB1': 154000.0, 'RB2': 68100.0, 'RB3': 28700.0, 'RC': 2740.0, 'RE_deg': 64.9, 'RE': 953.0, 'trans_model': 'ZTX107-NOM'}"
987128105,"{'Cc': 1, 'RB1': 64900.00000000001, 'RB2': 44200.0, 'RB3': 33200.0, 'RC': 2150.0, 'RE_deg': 95.3, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
982170868.3,"{'Cc': 1, 'RB1': 46400.0, 'RB2': 19600.0, 'RB3': 13300.0, 'RC': 1960.0000000000002, 'RE_deg': 15.4, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
